route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
397,5,"397","TRZASKOWO WIEŚ - BIEDRUSKO PARK|BIEDRUSKO PARK - TRZASKOWO WIEŚ","TRZASKOWO WIEŚ - Trzaskowo/Trzaskowo - Bolechowo/Poligonowa - Bolechowo-Os./Kolejowa - Bolechowo-Os./Wojska Polskiego - Bolechowo-Os./Obornicka - Promnice/Leśna - Promnice/Północna - Promnice/Wojska Polskiego - Biedrusko/Zjednoczenia - BIEDRUSKO PARK^K - kurs z pominięciem przystanku: Promnice/Klonowa^T - kurs skrócony do przystanku: Bolechowo/PKM|BIEDRUSKO PARK - Promnice/Wojska Polskiego - Promnice/Północna - Promnice/Leśna - Bolechowo-Os./Obornicka - Bolechowo-Os./Wojska Polskiego - Bolechowo-Os./Kolejowa - Bolechowo/Poligonowa - Trzaskowo/Trzaskowo - TRZASKOWO WIEŚ^B - kurs z pominięciem Promnice/Klonowa, skrócony do Bolechowo/PKM^J - kurs z pominięciem Promnice/Klonowa, wydłużony do Potasze/Jodłowa^K - kurs z pominięciem przystanku: Promnice/Klonowa^P - kurs wydłużony do przystanku: Potasze/Jodłowa^T - kurs skrócony do przystanku: Bolechowo Osiedle/PKM",3,525252,FFFFFF
400,11,"400","RONDO ŚRÓDKA - SWARZĘDZ OS. RACZYŃSKIEGO|SWARZĘDZ OS. RACZYŃSKIEGO - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Warszawska - Gnieźnieńska - Bogucin/Gnieźnieńska - Janikowo/Gnieźnieńska - Wierzenica/Gnieźnieńska - Kobylnica/Swarzędzka - Gruszczyn/Swarzędzka - Swarzędz/os. Kościuszkowców - Swarzędz/Kwaśniewskiego - Swarzędz/Cieszkowskiego - Swarzędz/Polna - Swarzędz/Średzka - Swarzędz/Tysiąclecia - SWARZĘDZ OS. RACZYŃSKIEGO^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|SWARZĘDZ OS. RACZYŃSKIEGO - Swarzędz/Średzka - Swarzędz/Polna - Swarzędz/Cieszkowskiego - Swarzędz/Kwaśniewskiego - Swarzędz/os. Kościuszkowców - Gruszczyn/Swarzędzka - Kobylnica/Swarzędzka - Wierzenica/Gnieźnieńska - Janikowo/Gnieźnieńska - Bogucin/Gnieźnieńska - Warszawska - Jana Pawła II - RONDO ŚRÓDKA^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
401,11,"401","RONDO ŚRÓDKA - SWARZĘDZ OS. KOŚCIUSZKOWCÓW|SWARZĘDZ OS. KOŚCIUSZKOWCÓW - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Warszawska - Swarzędz/Poznańska - Swarzędz/Polna - Swarzędz/Cieszkowskiego - Swarzędz/Kwaśniewskiego - Swarzędz/os. Kościuszkowców - SWARZĘDZ OS. KOŚCIUSZKOWCÓW^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|SWARZĘDZ OS. KOŚCIUSZKOWCÓW - Swarzędz/Kwaśniewskiego - Swarzędz/Cieszkowskiego - Swarzędz/Polna - Swarzędz/Poznańska - Warszawska - Jana Pawła II - RONDO ŚRÓDKA^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
405,11,"405","RONDO ŚRÓDKA - SWARZĘDZ RYNEK|SWARZĘDZ RYNEK - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Warszawska - Swarzędz/Graniczna - Swarzędz/Tysiąclecia - Swarzędz/Średzka - Swarzędz/Polna - Swarzędz/pl. Niezłomnych - SWARZĘDZ RYNEK^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|SWARZĘDZ RYNEK - Swarzędz/Polna - Swarzędz/Średzka - Swarzędz/Tysiąclecia - Swarzędz/Graniczna - Warszawska - Jana Pawła II - RONDO ŚRÓDKA^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
406,11,"406","RONDO ŚRÓDKA - JASIN CENTRUM HANDLOWE ETC|JASIN CENTRUM HANDLOWE ETC - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Warszawska - Swarzędz/Graniczna - Swarzędz/Tysiąclecia - Swarzędz/Średzka - Jasin/Poznańska - JASIN CENTRUM HANDLOWE ETC^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|JASIN CENTRUM HANDLOWE ETC - Swarzędz/Kościuszki - Swarzędz/pl. Niezłomnych - Swarzędz/Polna - Swarzędz/Średzka - Swarzędz/Tysiąclecia - Swarzędz/Graniczna - Warszawska - Jana Pawła II - RONDO ŚRÓDKA^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
407,11,"407","RONDO ŚRÓDKA - JASIN RABOWICKA PĘTLA|JASIN RABOWICKA PĘTLA - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Warszawska - Swarzędz/Graniczna - Swarzędz/Tysiąclecia - Swarzędz/Średzka - Swarzędz/Rabowicka - Jasin/Rabowicka - JASIN RABOWICKA PĘTLA^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|JASIN RABOWICKA PĘTLA - Swarzędz/Rabowicka - Swarzędz/Średzka - Swarzędz/Tysiąclecia - Swarzędz/Graniczna - Warszawska - Jana Pawła II - RONDO ŚRÓDKA^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
412,11,"412","RONDO ŚRÓDKA - SWARZĘDZ WĘZEŁ PRZESIADKOWY|SWARZĘDZ WĘZEŁ PRZESIADKOWY - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Główna - Gnieźnieńska - Bogucin/Gnieźnieńska - Janikowo/Gnieźnieńska - Wierzenica/Gnieźnieńska - Kobylnica/Swarzędzka - Gruszczyn/Swarzędzka - Swarzędz/os. Kościuszkowców - Swarzędz/Kwaśniewskiego - Swarzędz/Cieszkowskiego - Swarzędz/pl. Niezłomnych - Swarzędz/Tabaki - SWARZĘDZ WĘZEŁ PRZESIADKOWY^J - Kurs przez przystanek Janikowo/Ogrodnicza^K - Kurs skrócony do przystanku Kobylnica/Węzeł^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|SWARZĘDZ WĘZEŁ PRZESIADKOWY - Swarzędz/pl. Niezłomnych - Swarzędz/Cieszkowskiego - Swarzędz/Kwaśniewskiego - Swarzędz/os. Kościuszkowców - Gruszczyn/Swarzędzka - Kobylnica/Swarzędzka - Wierzenica/Gnieźnieńska - Janikowo/Gnieźnieńska - Bogucin/Gnieźnieńska - Gnieźnieńska - Główna - Jana Pawła II - RONDO ŚRÓDKA^J - Kurs przez przystanek Janikowo/Ogrodnicza^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
425,2,"425","ZALASEWO PLANETARNA SZKOŁA - FRANOWO|FRANOWO - ZALASEWO PLANETARNA SZKOŁA","ZALASEWO PLANETARNA SZKOŁA - Zalasewo/Planetarna - Swarzędz/Graniczna - Swarzędz/Przybylskiego - Swarzędz/Szumana - Żywiczna - Borówki - Kobylepole - Folwarczna - Szwajcarska - FRANOWO|FRANOWO - Folwarczna - Kobylepole - Borówki - Żywiczna - Swarzędz/Szumana - Swarzędz/Przybylskiego - Swarzędz/Graniczna - Zalasewo/Planetarna - ZALASEWO PLANETARNA SZKOŁA^Z - kurs wydłużony do pętli: Zalasewo/Os.Leśne",3,525252,FFFFFF
431,12,"431","KLESZCZEWO PARK - RONDO RATAJE|RONDO RATAJE - KLESZCZEWO PARK","KLESZCZEWO PARK - Kleszczewo/Poznańska - Trzek/Trzek - Tanibórz/Poznańska - Gowarzewo/Swarzędzka - Gowarzewo/Topolowa - Gowarzewo/Swarzędzka - Gowarzewo/Tulecka - Tulce/Krańcowa - Tulce/Poznańska - Szczepankowo - Krzywoustego - RONDO RATAJE^E - Kurs z wjazdem na przystanek: Szewce/Orzechowa|RONDO RATAJE - Jana Pawła II - Krzywoustego - Torowa - Ługańska - Szczepankowo - Tulce/Poznańska - Tulce/Krańcowa - Gowarzewo/Tulecka - Gowarzewo/Swarzędzka - Gowarzewo/Topolowa - Gowarzewo/Swarzędzka - Tanibórz/Poznańska - Trzek/Trzek - Kleszczewo/Poznańska - KLESZCZEWO PARK^E - Kurs z wjazdem na przystanek: Szewce/Orzechowa^P - Możliwość przesiadki na linię nr 488 na przystanku: Kleszczewo/Park",3,525252,FFFFFF
432,12,"432","KLESZCZEWO PARK - RONDO RATAJE|RONDO RATAJE - KLESZCZEWO PARK","KLESZCZEWO PARK - Kleszczewo/Sportowa - Bylin/Bylin - Nagradowice/Nagradowice - Komorniki gm.Kleszczewo/Bylin - Komorniki gm.Kleszczewo/Komorniki k.Kleszczewa - Tanibórz/Jesionowa - Gowarzewo/Jesionowa - Tulce/Krańcowa - Tulce/Poznańska - Szczepankowo - Krzywoustego - RONDO RATAJE^E - Kurs z wjazdem na przystanek: Szewce/Orzechowa^G - Kurs z wjazdem do Gowarzewa^W - Kurs z wjazdem do Gowarzewa i na przystanek: Szewce/Orzechowa|RONDO RATAJE - Jana Pawła II - Krzywoustego - Torowa - Ługańska - Szczepankowo - Tulce/Poznańska - Tulce/Krańcowa - Gowarzewo/Jesionowa - Tanibórz/Jesionowa - Komorniki gm.Kleszczewo/Komorniki k.Kleszczewa - Komorniki gm.Kleszczewo/Bylin - Nagradowice/Nagradowice - Bylin/Bylin - Kleszczewo/Sportowa - Kleszczewo/Poznańska - KLESZCZEWO PARK^B - Kurs z wjazdem na przystanek: Byliń/Wieś^E - Kurs z wjazdem na przystanek: Szewce/Orzechowa^G - Kurs z wjazdem do Gowarzewa^P - Możliwość przesiadki na linię nr 488 na przystanku: Kleszczewo/Park^W - Kurs z wjazdem na przystanek: Szewce/Orzechowa i do Gowarzewa",3,525252,FFFFFF
435,12,"435","TULCE KOŚCIÓŁ - RONDO RATAJE|RONDO RATAJE - TULCE KOŚCIÓŁ","TULCE KOŚCIÓŁ - Tulce/Pocztowa - Tulce/Poznańska - Szczepankowo - Krzywoustego - RONDO RATAJE|RONDO RATAJE - Jana Pawła II - Krzywoustego - Torowa - Ługańska - Szczepankowo - Tulce/Poznańska - Tulce/Pocztowa - TULCE KOŚCIÓŁ",3,525252,FFFFFF
484,11,"484","SWARZĘDZ WĘZEŁ PRZESIADKOWY - ZALASEWO OS. LEŚNE","SWARZĘDZ WĘZEŁ PRZESIADKOWY - Swarzędz/Tabaki - Swarzędz/pl. Niezłomnych - Swarzędz/Polna - Swarzędz/Średzka - Swarzędz/Tysiąclecia - Swarzędz/Graniczna - Swarzędz/Kórnicka - Zalasewo/Kórnicka - Zalasewo/Transportowa - ZALASEWO OS. LEŚNE^A - kurs do Tulce Kościół^B - kurs do Garby Wielkie Pętla^C - kurs do Garby Małe Pętla^D - przez Polną^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
485,11,"485","POBIEDZISKA DWORZEC - SWARZĘDZ WĘZEŁ PRZESIADKOWY|SWARZĘDZ WĘZEŁ PRZESIADKOWY - POBIEDZISKA DWORZEC","POBIEDZISKA DWORZEC - Pobiedziska/ - Promno/ - Jerzykowo/ - Biskupice/ - Biskupice/Dworcowa - Jankowo/Dworcowa - Jankowo/ - Sarbinowo/Borówkowa - Łowęcin/Sarbinowska - Łowęcin/Łowiecka - Jasin/Łowęcińska - Jasin/Wrzesińska - Swarzędz/Wrzesińska - Swarzędz/pl. Niezłomnych - Swarzędz/Tabaki - SWARZĘDZ WĘZEŁ PRZESIADKOWY^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|SWARZĘDZ WĘZEŁ PRZESIADKOWY - Swarzędz/pl. Niezłomnych - Swarzędz/Wrzesińska - Jasin/Wrzesińska - Jasin/Łowęcińska - Łowęcin/Łowiecka - Łowęcin/Sarbinowska - Sarbinowo/Borówkowa - Jankowo/ - Jankowo/Dworcowa - Biskupice/Dworcowa - Biskupice/ - Jerzykowo/ - Promno/ - Pobiedziska/ - POBIEDZISKA DWORZEC^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
486,11,"486","SIEKIERKI WIELKIE KOŚCIÓŁ - SWARZĘDZ WĘZEŁ PRZESIADKOWY|SWARZĘDZ WĘZEŁ PRZESIADKOWY - SIEKIERKI WIELKIE KOŚCIÓŁ","SIEKIERKI WIELKIE KOŚCIÓŁ - Siekierki Wielkie/Szkolna - Siekierki Wielkie/Poznańska - Paczkowo/Średzka - Paczkowo/Zapłocie - Paczkowo/Sarbinowska - Sarbinowo/Długa - Sarbinowo/Borówkowa - Łowęcin/Sarbinowska - Łowęcin/Łowiecka - Jasin/Łowęcińska - Jasin/Wrzesińska - Swarzędz/Wrzesińska - Swarzędz/pl. Niezłomnych - Swarzędz/Tabaki - SWARZĘDZ WĘZEŁ PRZESIADKOWY^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|SWARZĘDZ WĘZEŁ PRZESIADKOWY - Swarzędz/pl. Niezłomnych - Swarzędz/Wrzesińska - Jasin/Wrzesińska - Jasin/Łowęcińska - Łowęcin/Łowiecka - Łowęcin/Sarbinowska - Sarbinowo/Borówkowa - Sarbinowo/Długa - Paczkowo/Sarbinowska - Paczkowo/Zapłocie - Paczkowo/Średzka - Siekierki Wielkie/Poznańska - Siekierki Wielkie/Szkolna - SIEKIERKI WIELKIE KOŚCIÓŁ^S - Kurs przez przystanek Sokolniki Gwiazdowskie/Łubinowa^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
488,12,"488","MARKOWICE CENTRUM - KLESZCZEWO PARK|KLESZCZEWO PARK - MARKOWICE CENTRUM","MARKOWICE CENTRUM - Markowice/Markowice - Krerowo/Krerowo - Zimin/Zimin - Śródka/Śródka - Krzyżowniki/Krzyżowniki - Nagradowice/Nagradowice - Bylin/Bylin - Kleszczewo/Sportowa - Kleszczewo/Poznańska - KLESZCZEWO PARK^A - kurs przez szkołę^B - Kurs przez Bugaj^C - Kurs wydłużony do Poklatek przez szkołę^P - Kurs wydłużony do Poklatek^S - Kurs wykonywany tylko w dni nauki szkolnej^X - LINIA BEZ OPŁATY ZA PRZEJAZD|KLESZCZEWO PARK - Kleszczewo/Sportowa - Bylin/Bylin - Nagradowice/Nagradowice - Krzyżowniki/Krzyżowniki - Śródka/Śródka - Zimin/Zimin - Krerowo/Krerowo - Markowice/Markowice - MARKOWICE CENTRUM^A - Kurs do Markowic przez szkołę^B - Kurs przez Bugaj^C - Kurs do Markowic przez szkołe^D - Kurs do Markowic przez szkołę^E - Kurs wykonywany tylko w dni nauki szkolnej^K - Kurs do Krerowa^L - Kurs skrócony do Kleszczewo/Pętla^M - Kurs do Markowic^S - Kurs skrócony do Kleszczewo/Szkoła^X - LINIA BEZ OPŁATY ZA PRZEJAZD",3,525252,FFFFFF
489,12,"489","SWARZĘDZ WĘZEŁ PRZESIADKOWY - KLESZCZEWO PARK|KLESZCZEWO PARK - SWARZĘDZ WĘZEŁ PRZESIADKOWY","SWARZĘDZ WĘZEŁ PRZESIADKOWY - Swarzędz/Tabaki - Swarzędz/Kościuszki - Swarzędz/Średzka - Zalasewo/Średzka - Kruszewnia/Średzka - Gowarzewo/Swarzędzka - Gowarzewo/Siekierecka - Siekierki Wielkie/Tulecka - Siekierki Wielkie/Szkolna - Siekierki Wielkie/Tulecka - Gowarzewo/Siekierecka - Gowarzewo/Trzecka - Trzek/Czereśniowa - Trzek/Trzek - Kleszczewo/Poznańska - KLESZCZEWO PARK^X - LINIA BEZ OPŁATY ZA PRZEJAZD|KLESZCZEWO PARK - Trzek/Trzek - Trzek/Czereśniowa - Gowarzewo/Trzecka - Gowarzewo/Siekierecka - Siekierki Wielkie/Tulecka - Siekierki Wielkie/Szkolna - Siekierki Wielkie/Tulecka - Gowarzewo/Siekierecka - Gowarzewo/Swarzędzka - Kruszewnia/Średzka - Zalasewo/Średzka - Swarzędz/Średzka - Swarzędz/Kościuszki - Swarzędz/Tabaki - SWARZĘDZ WĘZEŁ PRZESIADKOWY^X - LINIA BEZ OPŁATY ZA PRZEJAZD",3,525252,FFFFFF
490,11,"490","SWARZĘDZ WĘZEŁ PRZESIADKOWY - SWARZĘDZ WĘZEŁ PRZESIADKOWY","SWARZĘDZ WĘZEŁ PRZESIADKOWY - Swarzędz/Poznańska - Swarzędz/Strzelecka - Swarzędz/pl. Niezłomnych - Swarzędz/Tabaki - SWARZĘDZ WĘZEŁ PRZESIADKOWY^A - kurs do Swarzędz Rynek^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
491,11,"491","SWARZĘDZ OS. KOŚCIUSZKOWCÓW - SWARZĘDZ WĘZEŁ PRZESIADKOWY|SWARZĘDZ WĘZEŁ PRZESIADKOWY - SWARZĘDZ OS. KOŚCIUSZKOWCÓW","SWARZĘDZ OS. KOŚCIUSZKOWCÓW - Swarzędz/os. Kościuszkowców - Swarzędz/Kwaśniewskiego - Swarzędz/Cmentarna - Gortatowo/Cmentarna - Gortatowo/Dożynkowa - Gortatowo/Swarzędzka - Gortatowo/Cmentarna - Swarzędz/Cmentarna - Swarzędz/Cieszkowskiego - Swarzędz/pl. Niezłomnych - Swarzędz/Tabaki - SWARZĘDZ WĘZEŁ PRZESIADKOWY^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|SWARZĘDZ WĘZEŁ PRZESIADKOWY - Swarzędz/pl. Niezłomnych - Swarzędz/Cieszkowskiego - Swarzędz/Cmentarna - Gortatowo/Cmentarna - Gortatowo/Dożynkowa - Gortatowo/Swarzędzka - Gortatowo/Cmentarna - Swarzędz/Cmentarna - Swarzędz/Kwaśniewskiego - Swarzędz/os. Kościuszkowców - SWARZĘDZ OS. KOŚCIUSZKOWCÓW^G - Kurs skrócony do przystanku Gortatowo/Świetlica^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
492,11,"492","UZARZEWO PĘTLA (PAŁAC) - KOBYLNICA WĘZEŁ|KOBYLNICA WĘZEŁ - UZARZEWO PĘTLA (PAŁAC)","UZARZEWO PĘTLA (PAŁAC) - Uzarzewo/Akacjowa - Uzarzewo/Poznańska - Kobylnica/Poznańska - Kobylnica/Swarzędzka - KOBYLNICA WĘZEŁ^A - kurs do Swarzędz Węzeł Przesiadkowy^P - Kurs wydłużony do przystanku Kobylnica/Stacja^W - Kurs wydłużony do przystanku Swarzędz/Węzeł Przesiadkowy^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|KOBYLNICA WĘZEŁ - Kobylnica/Poznańska - Uzarzewo/Akacjowa - UZARZEWO PĘTLA (PAŁAC)^A - kurs do Uzarzewo Centrum (Kościół)^C - Kurs wydłużony do przystanku Uzarzewo/Centrum (Kościół)^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
493,11,"493","KARŁOWICE PĘTLA - KOBYLNICA WĘZEŁ|KOBYLNICA WĘZEŁ - KARŁOWICE PĘTLA","KARŁOWICE PĘTLA - Karłowice/Kasztanowa - Dębogóra/Kasztanowa - Wierzonka/Karłowicka - Wierzonka/Działkowa - Wierzenica/Wierzenicka - Wierzenica/Dębowa - Kobylnica/Swarzędzka - KOBYLNICA WĘZEŁ^A - kurs do Kobylnica Stacja^W - Kurs wydłużony do przystanku Swarzędz/Węzeł Przesiadkowy^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|KOBYLNICA WĘZEŁ - Wierzenica/Dębowa - Wierzenica/Wierzenicka - Wierzonka/Gminna - Wierzonka/Karłowicka - Dębogóra/Kasztanowa - Karłowice/Kasztanowa - KARŁOWICE PĘTLA^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
494,11,"494","GARBY MAŁE PĘTLA - KOBYLNICA STACJA","GARBY MAŁE PĘTLA - Garby Małe/Podleśna - Garby Małe/Tulecka - Garby Wielkie/Tulecka - Zalasewo/Kórnicka - Swarzędz/Graniczna - Swarzędz/Tysiąclecia - Swarzędz/Średzka - Swarzędz/Kościuszki - Swarzędz/pl. Niezłomnych - Swarzędz/Cieszkowskiego - Swarzędz/Kwaśniewskiego - Swarzędz/os. Kościuszkowców - Gruszczyn/Swarzędzka - Kobylnica/ - KOBYLNICA STACJA^W - Kurs skrócony do przystanku Swarzędz/Węzeł Przesiadkowy^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
497,11,"497","ZALASEWO OS. LEŚNE - KRUSZEWNIA PĘTLA|KRUSZEWNIA PĘTLA - ZALASEWO OS. LEŚNE","ZALASEWO OS. LEŚNE - Zalasewo/Transportowa - Zalasewo/Planetarna - Swarzędz/Graniczna - Swarzędz/Tysiąclecia - Swarzędz/Średzka - Swarzędz/Rabowicka - Jasin/Rabowicka - Jasin/Bliska - Rabowice/Bliska - Rabowice/Bukowa - Rabowice/Olszynowa - Kruszewnia/Średzka - Kruszewnia/Czarnoleska - Kruszewnia/Spółdzielcza - KRUSZEWNIA PĘTLA^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|KRUSZEWNIA PĘTLA - Kruszewnia/Średzka - Zalasewo/Średzka - Swarzędz/Średzka - Swarzędz/Tysiąclecia - Swarzędz/Graniczna - Zalasewo/Planetarna - Zalasewo/Transportowa - ZALASEWO OS. LEŚNE^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
498,11,"498","KRUSZEWNIA PĘTLA - SWARZĘDZ WĘZEŁ PRZESIADKOWY|SWARZĘDZ WĘZEŁ PRZESIADKOWY - KRUSZEWNIA PĘTLA","KRUSZEWNIA PĘTLA - Kruszewnia/Spółdzielcza - Kruszewnia/Średzka - Zalasewo/Średzka - Swarzędz/Średzka - Swarzędz/Kościuszki - Swarzędz/pl. Niezłomnych - Swarzędz/Tabaki - SWARZĘDZ WĘZEŁ PRZESIADKOWY^B - Kurs przez przystanki Rabowice/Składowisko i Jasin/Rabowicka Pętla^S - Kurs przez przystanek Rabowice/Składowisko^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|SWARZĘDZ WĘZEŁ PRZESIADKOWY - Swarzędz/pl. Niezłomnych - Swarzędz/Kościuszki - Swarzędz/Rabowicka - Jasin/Rabowicka - Jasin/Bliska - Rabowice/Bliska - Rabowice/Bukowa - Rabowice/Olszynowa - Kruszewnia/Średzka - Kruszewnia/Czarnoleska - Kruszewnia/Spółdzielcza - KRUSZEWNIA PĘTLA^J - Kurs skrócony do przystanku Jasin/Rabowicka Pętla^S - Kurs przez przystanek Rabowice/Składowisko^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
499,11,"499","ZALASEWO OS. LEŚNE - SWARZĘDZ OS. KOŚCIUSZKOWCÓW|SWARZĘDZ OS. KOŚCIUSZKOWCÓW - ZALASEWO OS. LEŚNE","ZALASEWO OS. LEŚNE - Zalasewo/Transportowa - Zalasewo/Planetarna - Swarzędz/Armii Poznań - Swarzędz/Geremka - Swarzędz/Graniczna - Swarzędz/Kórnicka - Swarzędz/Średzka - Swarzędz/Polna - Swarzędz/Cieszkowskiego - Swarzędz/Kwaśniewskiego - Swarzędz/os. Kościuszkowców - SWARZĘDZ OS. KOŚCIUSZKOWCÓW^G - Kurs przez przystanek Gortatowo/Świetlica^R - Kurs skrócony do przystanku Swarzędz/Os. Raczyńskiego^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|SWARZĘDZ OS. KOŚCIUSZKOWCÓW - Swarzędz/Kwaśniewskiego - Swarzędz/Cieszkowskiego - Swarzędz/Polna - Swarzędz/Średzka - Swarzędz/Kórnicka - Swarzędz/Graniczna - Swarzędz/Geremka - Swarzędz/Przybylskiego - Swarzędz/Armii Poznań - Zalasewo/Planetarna - Zalasewo/Transportowa - ZALASEWO OS. LEŚNE^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
501,4,"501","RONDO RATAJE - KÓRNIK BNIN OSIEDLE|KÓRNIK BNIN OSIEDLE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Koninko/Gutenberga - Koninko/Magazynowa - Gądki/Poznańska - Robakowo/Poznańska - Skrzynki/Poznańska - Kórnik/Poznańska - Kórnik/pl. Niepodległości - Kórnik/Zamkowa - Kórnik/Armii Krajowej - Kórnik/Śremska - KÓRNIK BNIN OSIEDLE^B - Kurs wydłużony do pętli: Błażejewo/Os. Przylesie^M - Kurs przez Robakowo/Żernicka Magazyny^Z - Kurs przez Robakowo/Żernicka Magazyny i Kórnik: ulica Parkowa|KÓRNIK BNIN OSIEDLE - Kórnik/Rynek - Kórnik/Armii Krajowej - Kórnik/Zamkowa - Kórnik/pl. Niepodległości - Kórnik/Poznańska - Skrzynki/Poznańska - Robakowo/Poznańska - Gądki/Poznańska - Krzywoustego - RONDO RATAJE^K - Kurs przez Koninko/Węzeł^M - Kurs przez Robakowo/Żernicka Magazyny^P - Kurs przez: Kórnik, ulica Parkowa^S - kurs wykonywany tylko w dni nauki szkolnej",3,525252,FFFFFF
502,4,"502","RONDO RATAJE - BŁAŻEJEWO OS. PRZYLESIE|BŁAŻEJEWO OS. PRZYLESIE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Koninko/Gutenberga - Koninko/Magazynowa - Gądki/Zbożowa - Robakowo/Szkolna - Robakowo/Żernicka - Robakowo/Poznańska - Dachowa/Poznańska - Dachowa/Okrężna - Dachowa/Poznańska - Szczodrzykowo/Poznańska - Szczodrzykowo/Ogrodowa - Szczodrzykowo/Dworcowa - Dziećmierowo/Dworcowa - Kórnik/Poznańska - Kórnik/Dworcowa - Kórnik/pl. Niepodległości - Kórnik/Zamkowa - Kórnik/Armii Krajowej - Kórnik/Śremska - Błażejewo/Śremska - BŁAŻEJEWO OS. PRZYLESIE^P - Kurs przez: Kórnik, ulica Parkowa|BŁAŻEJEWO OS. PRZYLESIE - Kórnik/Śremska - Kórnik/Rynek - Kórnik/Armii Krajowej - Kórnik/Parkowa - Kórnik/pl. Niepodległości - Kórnik/Dworcowa - Kórnik/Poznańska - Dziećmierowo/Dworcowa - Szczodrzykowo/Dworcowa - Szczodrzykowo/Ogrodowa - Szczodrzykowo/Poznańska - Dachowa/Okrężna - Dachowa/Poznańska - Robakowo/Poznańska - Gądki/Zbożowa - Gądki/Poznańska - Krzywoustego - RONDO RATAJE^Z - Kurs z wjazdem na przystanek: Robakowo/Żernicka Magazyny",3,525252,FFFFFF
503,4,"503","RONDO RATAJE - SZCZODRZYKOWO SZKOŁA|SZCZODRZYKOWO SZKOŁA - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Koninko/Gutenberga - Koninko/Magazynowa - Gądki/Zbożowa - Robakowo/Szkolna - Robakowo/Nowina - Dachowa/Nowina - Dachowa/Poznańska - Dachowa/Okrężna - Dachowa/Poznańska - Szczodrzykowo/Poznańska - Szczodrzykowo/Ogrodowa - SZCZODRZYKOWO SZKOŁA^A - Kurs wydłużony do: Błażejewo/Os. Przylesie  przez Dziećmierowo, Kórnik^B - kurs wydłużony do: Błażejewo/Os. Przylesie przez Dziećmierowo, Kórnik^F - z ominięciem Dachowa/Okrężna|SZCZODRZYKOWO SZKOŁA - Szczodrzykowo/Poznańska - Dachowa/Okrężna - Dachowa/Poznańska - Dachowa/Nowina - Robakowo/Nowina - Robakowo/Szkolna - Robakowo/Poznańska - Gądki/Zbożowa - Gądki/Poznańska - Krzywoustego - RONDO RATAJE^T - kurs z pominięciem przystanku: Szczodrzykowo/Szkoła",3,525252,FFFFFF
