route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
158,2,"158","SYPNIEWO - STAROŁĘKA PKM|STAROŁĘKA PKM - SYPNIEWO|STAROŁĘKA PKM - SYPNIEWO","SYPNIEWO - Sypniewo - Głuszyna - Starołęcka - Książęca - STAROŁĘKA PKM|STAROŁĘKA PKM - Starołęcka - Głuszyna - Sypniewo - SYPNIEWO|STAROŁĘKA PKM - Książęca - Starołęcka - Głuszyna - Sypniewo - SYPNIEWO",3,525252,FFFFFF
159,2,"159","PORT LOTNICZY ŁAWICA - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - PORT LOTNICZY ŁAWICA","PORT LOTNICZY ŁAWICA - Bukowska - Zwierzyniecka - Dworcowa - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - Bukowska - PORT LOTNICZY ŁAWICA",3,525252,FFFFFF
160,2,"160","GARBARY PKM - STARY STRZESZYN|STARY STRZESZYN - GARBARY PKM","GARBARY PKM - Garbary - Małe Garbary - Solna - Nowowiejskiego - al. Wielkopolska - Nad Wierzbakiem - Wojska Polskiego - Podolańska - Szczawnicka - Druskienicka - Zakopiańska - Kosowska - Strzeszyńska - Biskupińska - STARY STRZESZYN|STARY STRZESZYN - Strzeszyńska - Kosowska - Zakopiańska - Druskienicka - Szczawnicka - Podolańska - Wojska Polskiego - Nad Wierzbakiem - al. Wielkopolska - Nowowiejskiego - Solna - Garbary - GARBARY PKM",3,525252,FFFFFF
162,2,"162","RONDO RATAJE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Zamenhofa - Piłsudskiego - Inflancka - Piaśnicka - Chartowo - Torowa - Pokrzywno - Pabianicka - Tarnowska - Ostrowska - Chartowo - Piaśnicka - Inflancka - Piłsudskiego - Zamenhofa - Krzywoustego - RONDO RATAJE^R - kurs do przystanku Rondo Rataje na ul. Jana Pawła II",3,525252,FFFFFF
163,2,"163","RONDO ŚRÓDKA - GÓRCZYN PKM|GÓRCZYN PKM - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Wyszyńskiego - Małe Garbary - Solna - al. Niepodległości - Święty Marcin - Bukowska - Grochowska - Marcelińska - Bułgarska - Jugosłowiańska - Ściegiennego - Zgoda - GÓRCZYN PKM|GÓRCZYN PKM - Ściegiennego - Jugosłowiańska - Bułgarska - Marcelińska - Grochowska - Bukowska - Zwierzyniecka - Święty Marcin - al. Niepodległości - Solna - Estkowskiego - Wyszyńskiego - Jana Pawła II - RONDO ŚRÓDKA",3,525252,FFFFFF
164,2,"164","PUSZKINA - KACZA|KACZA - PUSZKINA","PUSZKINA - Literacka - Koszalińska - Golęcińska - Wojska Polskiego - Nad Wierzbakiem - Kościelna - Kraszewskiego - Matejki - Chociszewskiego - Arciszewskiego - Ściegiennego - Promienista - Mrągowska - Kacza - KACZA|KACZA - Mrągowska - Promienista - Ściegiennego - Arciszewskiego - Chociszewskiego - Matejki - Kraszewskiego - Kościelna - Nad Wierzbakiem - Wojska Polskiego - Golęcińska - Koszalińska - Literacka - PUSZKINA^W - kurs skrócony do przystanku: Wojska Polskiego",3,525252,FFFFFF
166,2,"166","ZIELINIEC - RONDO RATAJE|RONDO RATAJE - ZIELINIEC","ZIELINIEC - Kamieńska - Sarnia - Warszawska - Browarna - Abpa Dymka - Folwarczna - Szwajcarska - Kurlandzka - Chartowo - Wiatraczna - Inflancka - Piłsudskiego - Zamenhofa - Krzywoustego - RONDO RATAJE^R - kurs do przystanku Rondo Rataje na ul. Jana Pawła II|RONDO RATAJE - Jana Pawła II - Zamenhofa - Piłsudskiego - Inflancka - Bobrzańska - Chartowo - Kurlandzka - Szwajcarska - Folwarczna - Abpa Dymka - Browarna - Światopełka - Warszawska - Sośnicka - Sarnia - Kamieńska - ZIELINIEC",3,525252,FFFFFF
167,2,"167","RADOJEWO - RONDO ŚRÓDKA|RONDO ŚRÓDKA - RADOJEWO","RADOJEWO - Piołunowa - Radojewo - Naramowicka - al. Praw Kobiet - Naramowicka - Szelągowska - Garbary - Estkowskiego - Wyszyńskiego - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Wyszyńskiego - Garbary - Szelągowska - Naramowicka - al. Praw Kobiet - Naramowicka - Radojewo - Piołunowa - RADOJEWO",3,525252,FFFFFF
168,2,"168","STRZESZYN PKM - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - STRZESZYN PKM","STRZESZYN PKM - Zakopiańska - Kosowska - Strzeszyńska - Juraszów - Piątkowska - Aleje Solidarności - Księcia Mieszka I - Przepadek - al. Niepodległości - Dworcowa - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - al. Niepodległości - Księcia Mieszka I - Aleje Solidarności - Piątkowska - Juraszów - Strzeszyńska - Kosowska - Zakopiańska - STRZESZYN PKM",3,525252,FFFFFF
169,2,"169","OS. SOBIESKIEGO - OS. KOPERNIKA|OS. KOPERNIKA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Jaroczyńskiego - Kurpińskiego - Wiechowicza - Stoińskiego - Łużycka - al. Praw Kobiet - Murawa - Słowiańska - Księcia Mieszka I - Przepadek - al. Niepodległości - Święty Marcin - Bukowska - Przybyszewskiego - Marcelińska - Grochowska - Promienista - OS. KOPERNIKA^R - kurs skrócony do przystanku: Rondo Kaponiera|OS. KOPERNIKA - Grochowska - Marcelińska - Bukowska - Zwierzyniecka - Święty Marcin - al. Niepodległości - Księcia Mieszka I - Słowiańska - Murawa - al. Praw Kobiet - Łużycka - Stoińskiego - Wiechowicza - Kurpińskiego - Jaroczyńskiego - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^W - kurs skrócony do przystanku: Urząd Wojewódzki",3,525252,FFFFFF
170,2,"170","RONDO SOLIDARNOŚCI - PUSZKINA|PUSZKINA - POŁABSKA","RONDO SOLIDARNOŚCI - Aleje Solidarności - Dojazd - Wojska Polskiego - Golęcińska - Koszalińska - Literacka - PUSZKINA|PUSZKINA - Koszalińska - Golęcińska - Wojska Polskiego - Dojazd - Aleje Solidarności - POŁABSKA",3,525252,FFFFFF
171,2,"171","OS. WICHROWE WZGÓRZE - OS. DĘBINA|OS. DĘBINA - OS. WICHROWE WZGÓRZE","OS. WICHROWE WZGÓRZE - Murawa - Aleje Solidarności - Księcia Mieszka I - Przepadek - al. Niepodległości - al. Króla Przemysła II - Przemysłowa - Robocza - 28 Czerwca 1956 r. - Rolna - Wspólna - Dolna Wilda - Czechosłowacka - Łozowa - 28 Czerwca 1956 r. - OS. DĘBINA^L - kurs skrócony do przystanku: Libelta|OS. DĘBINA - Łozowa - Czechosłowacka - Dolna Wilda - Rolna - 28 Czerwca 1956 r. - Robocza - Przemysłowa - al. Króla Przemysła II - al. Niepodległości - Księcia Mieszka I - Aleje Solidarności - Murawa - OS. WICHROWE WZGÓRZE^U - kurs skrócony do przystanku: Urząd Wojewódzki",3,525252,FFFFFF
173,2,"173","JANIKOWO - RONDO ŚRÓDKA|RONDO ŚRÓDKA - JANIKOWO","JANIKOWO - Janikowska - Gnieźnieńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gnieźnieńska - Bogucin/Gnieźnieńska - Janikowska - JANIKOWO^O - kurs wydłużony do przystanku: Janikowo Ogrodnicza",3,525252,FFFFFF
174,2,"174","OS. SOBIESKIEGO - UNII LUBELSKIEJ|UNII LUBELSKIEJ - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szymanowskiego - Opieńskiego - Umultowska - Połabska - Aleje Solidarności - Murawa - Słowiańska - Szelągowska - Garbary - Królowej Jadwigi - Krzywoustego - Zamenhofa - Orla - Pawia - Inflancka - Kurlandzka - Obodrzycka - Unii Lubelskiej - UNII LUBELSKIEJ^M - kurs skrócony do przystanku: Małe Garbary|UNII LUBELSKIEJ - Obodrzycka - Kurlandzka - Inflancka - Pawia - Orla - Zamenhofa - Krzywoustego - Strzelecka - Kazimierza Wielkiego - Mostowa - Garbary - Szelągowska - Słowiańska - Murawa - Aleje Solidarności - Połabska - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO^R - kurs skrócony do przystanku: Rondo Rataje",3,525252,FFFFFF
175,2,"175","DĘBIEC PKM - GÓRCZYN PKM|GÓRCZYN PKM - DĘBIEC PKM","DĘBIEC PKM - Opolska - Leszczyńska - Zgoda - GÓRCZYN PKM|GÓRCZYN PKM - Rakoniewicka - Leszczyńska - Opolska - DĘBIEC PKM",3,525252,FFFFFF
176,2,"176","GARBARY PKM - OS. DĘBINA|OS. DĘBINA - GARBARY PKM","GARBARY PKM - Garbary - Droga Dębińska - Żelazka - Dolna Wilda - Rolna - Wspólna - Dolna Wilda - Czechosłowacka - Łozowa - 28 Czerwca 1956 r. - OS. DĘBINA|OS. DĘBINA - Łozowa - Czechosłowacka - Dolna Wilda - Rolna - Dolna Wilda - Żelazka - Droga Dębińska - Strzelecka - Kazimierza Wielkiego - Mostowa - Garbary - GARBARY PKM^S - kurs wydłużony do przystanku: Serbska",3,525252,FFFFFF
177,2,"177","JUNIKOWO - RONDO KAPONIERA|BAŁTYK - JUNIKOWO","JUNIKOWO - Grunwaldzka - Malwowa - Złotowska - Brzechwy - Leśnych Skrzatów - Bukowska - Zwierzyniecka - RONDO KAPONIERA|BAŁTYK - Bukowska - Leśnych Skrzatów - Brzechwy - Złotowska - Malwowa - Grunwaldzka - JUNIKOWO",3,525252,FFFFFF
178,2,"178","SZARYCH SZEREGÓW - RONDO ŚRÓDKA|RONDO ŚRÓDKA - SZARYCH SZEREGÓW","SZARYCH SZEREGÓW - Szarych Szeregów - Obornicka - Piątkowska - Aleje Solidarności - Murawa - Lechicka - Serbska - Prymasa Hlonda - Podwale - Jana Pawła II - RONDO ŚRÓDKA^P - kurs skrócony do przystanku: Piątkowska|RONDO ŚRÓDKA - Podwale - Prymasa Hlonda - Bałtycka - Lechicka - Murawa - Aleje Solidarności - Piątkowska - Obornicka - Szarych Szeregów - SZARYCH SZEREGÓW",3,525252,FFFFFF
179,2,"179","DĘBIEC PKM - KACZA|KACZA - DĘBIEC PKM","DĘBIEC PKM - Opolska - Jesionowa - Górecka - Dmowskiego - Hetmańska - Arciszewskiego - Ściegiennego - Promienista - Mrągowska - Kacza - KACZA|KACZA - Mrągowska - Promienista - Ściegiennego - Arciszewskiego - Hetmańska - Dmowskiego - Górecka - Jesionowa - Opolska - DĘBIEC PKM",3,525252,FFFFFF
180,2,"180","SYCOWSKA CENTRUM HANDLOWE - GÓRCZYN PKM|GÓRCZYN PKM - SYCOWSKA CENTRUM HANDLOWE","SYCOWSKA CENTRUM HANDLOWE - Opłotki - Marii Lange  - Sycowska - Wołowska - Krzepicka - Wołowska - Fabianowo - Lerczakówny - Kowalewicka - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN PKM|GÓRCZYN PKM - Głogowska - Lerczakówny - Fabianowo - Wołowska - Krzepicka - Wołowska - Sycowska - Marii Lange  - Opłotki - SYCOWSKA CENTRUM HANDLOWE^R - kurs skrócony do pętli: Rudnicze",3,525252,FFFFFF
181,2,"181","KRZYWOUSTEGO - RONDO RATAJE|RONDO RATAJE - KRZYWOUSTEGO","KRZYWOUSTEGO - Krzywoustego - Klenowska - Szwedzka - Szwajcarska - Abpa Dymka - Chartowo - Piaśnicka - Inflancka - Piłsudskiego - Zamenhofa - Krzywoustego - RONDO RATAJE^R - kurs do przystanku Rondo Rataje na ul. Jana Pawła II|RONDO RATAJE - Jana Pawła II - Zamenhofa - Piłsudskiego - Inflancka - Piaśnicka - Chartowo - Abpa Dymka - Szwajcarska - Szwedzka - Krzywoustego - KRZYWOUSTEGO",3,525252,FFFFFF
182,2,"182","OS. WICHROWE WZGÓRZE - GÓRCZYN PKM|GÓRCZYN PKM - OS. WICHROWE WZGÓRZE","OS. WICHROWE WZGÓRZE - Murawa - Słowiańska - Maczka - Wojska Polskiego - Niestachowska - Żeromskiego - Dąbrowskiego - Szpitalna - Grochowska - Arciszewskiego - Ściegiennego - Zgoda - GÓRCZYN PKM|GÓRCZYN PKM - Ściegiennego - Arciszewskiego - Grochowska - Szpitalna - Dąbrowskiego - Żeromskiego - Niestachowska - Wojska Polskiego - Maczka - Piątkowska - Słowiańska - Murawa - OS. WICHROWE WZGÓRZE",3,525252,FFFFFF
183,2,"183","SZARYCH SZEREGÓW - RONDO ŚRÓDKA|RONDO ŚRÓDKA - SZARYCH SZEREGÓW","SZARYCH SZEREGÓW - Szarych Szeregów - Strzeszyńska - Jasielska - Druskienicka - Szczawnicka - Lutycka - Dojazd - Aleje Solidarności - Serbska - Naramowicka - Szelągowska - Garbary - Estkowskiego - Wyszyńskiego - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Wyszyńskiego - Garbary - Szelągowska - Serbska - Aleje Solidarności - Dojazd - Lutycka - Szczawnicka - Druskienicka - Jasielska - Strzeszyńska - Szarych Szeregów - SZARYCH SZEREGÓW",3,525252,FFFFFF
184,2,"184","RONDO RATAJE - NOWE ZOO|NOWE ZOO - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Zamenhofa - Orla - Pawia - Inflancka - Kurlandzka - Szwajcarska - Kurlandzka - Chartowo - Abpa Baraniaka - Jana Pawła II - Warszawska - Termalna - Krańcowa - NOWE ZOO^S - kurs skrócony do przystanku: Rondo Śródka^T - kurs skrócony do przystanku: Termy Maltańskie|NOWE ZOO - Termalna - Jana Pawła II - Abpa Baraniaka - Chartowo - Kurlandzka - Szwajcarska - Kurlandzka - Inflancka - Pawia - Orla - Zamenhofa - Krzywoustego - RONDO RATAJE^R - kurs do przystanku: Rondo Rataje na ul. Jana Pawła II",3,525252,FFFFFF
185,2,"185","OS. SOBIESKIEGO - RONDO ŚRÓDKA|RONDO ŚRÓDKA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Jaroczyńskiego - Kurpińskiego - Wiechowicza - Umultowska - Połabska - Aleje Solidarności - Serbska - Bałtycka - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Bałtycka - Serbska - Aleje Solidarności - Połabska - Umultowska - Wiechowicza - Kurpińskiego - Jaroczyńskiego - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
186,2,"186","KIEKRZ - OGRODY|OGRODY - KIEKRZ","KIEKRZ - Wilków Morskich - Chojnicka - Słupska - Sianowska - Dąbrowskiego - OGRODY^P - kurs z wjazdem na przystanek: Psarskie Przejazd Kolejowy|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Sianowska - Słupska - Chojnicka - Wilków Morskich - KIEKRZ^P - kurs z wjazdem na przystanek: Psarskie Przejazd Kolejowy",3,525252,FFFFFF
188,2,"188","OS. SOBIESKIEGO - OS. SOBIESKIEGO|RADOJEWO - OS. SOBIESKIEGO|OS. SOBIESKIEGO - OS. SOBIESKIEGO|OS. SOBIESKIEGO - RADOJEWO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Opieńskiego - Umultowska - Uniwersytetu Poznańskiego - Krygowskiego - Dzięgielowa - Naramowicka - Radojewo - Piołunowa - Radojewo - Jaśkowiaka - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^S - kurs wykonywany tylko w dni nauki szkolnej |RADOJEWO - Piołunowa - Radojewo - Jaśkowiaka - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^S - kurs wykonywany tylko w dni nauki szkolnej |OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Jaśkowiaka - Radojewo - Piołunowa - Radojewo - Naramowicka - Krygowskiego - Uniwersytetu Poznańskiego - Umultowska - Opieńskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^R - kurs skrócony do przystanku Radojewo przez przystanek Morasko^S - kurs wykonywany tylko w dni nauki szkolnej |OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Jaśkowiaka - Radojewo - Piołunowa - RADOJEWO^R - kurs skrócony do przystanku Radojewo przez przystanek Morasko^S - kurs wykonywany tylko w dni nauki szkolnej ",3,525252,FFFFFF
189,2,"189","STAROŁĘKA PKM - STAROŁĘKA PKM|STAROŁĘKA PKM - STAROŁĘKA PKM","STAROŁĘKA PKM - Forteczna - Obodrzycka - Unii Lubelskiej - Obodrzycka - Baranowska - Minikowo - św. Antoniego - Książęca - STAROŁĘKA PKM^U - kurs skrócony do przystanku: Unii Lubelskiej|STAROŁĘKA PKM - św. Antoniego - Minikowo - Baranowska - Obodrzycka - Unii Lubelskiej - Obodrzycka - Forteczna - Starołęcka - STAROŁĘKA PKM^U - kurs skrócony do przystanku: Unii Lubelskiej",3,525252,FFFFFF
190,2,"190","BOBRZAŃSKA - OS. SOBIESKIEGO|OS. SOBIESKIEGO - BOBRZAŃSKA","BOBRZAŃSKA - Żegrze - Chartowo - Piaśnicka - Milczańska - Brneńska - Krzywoustego - Strzelecka - Kazimierza Wielkiego - Mostowa - Garbary - Szelągowska - Słowiańska - Piątkowska - Wojciechowskiego - Jaroczyńskiego - Stróżyńskiego - OS. SOBIESKIEGO|OS. SOBIESKIEGO - Jaroczyńskiego - Wojciechowskiego - Piątkowska - Słowiańska - Szelągowska - Garbary - Królowej Jadwigi - Krzywoustego - Brneńska - Milczańska - Inflancka - Piaśnicka - Chartowo - Żegrze - BOBRZAŃSKA^M - kurs skrócony do przystanku: Małe Garbary",3,525252,FFFFFF
191,2,"191","OS. SOBIESKIEGO - OS. KOPERNIKA|OS. KOPERNIKA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szymanowskiego - Opieńskiego - Umultowska - Połabska - Aleje Solidarności - Piątkowska - Maczka - Nad Wierzbakiem - św. Wawrzyńca - Żeromskiego - Dąbrowskiego - Szpitalna - Bukowska - Bułgarska - Jugosłowiańska - Promienista - OS. KOPERNIKA|OS. KOPERNIKA - Jugosłowiańska - Bułgarska - Bukowska - Szpitalna - Dąbrowskiego - Żeromskiego - św. Wawrzyńca - Nad Wierzbakiem - Maczka - Piątkowska - Aleje Solidarności - Połabska - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
193,2,"193","OS. SOBIESKIEGO - GÓRCZYN PKM|OS. SOBIESKIEGO - GÓRCZYN PKM|GÓRCZYN PKM - OS. SOBIESKIEGO|GÓRCZYN PKM - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Jaroczyńskiego - Wojciechowskiego - Piątkowska - Aleje Solidarności - Witosa - Niestachowska - Żeromskiego - Dąbrowskiego - Szpitalna - Bukowska - Kolorowa - Bułgarska - Grunwaldzka - Jawornicka - Promienista - Ściegiennego - Zgoda - GÓRCZYN PKM^# - kurs z pominięciem przystanku: Jasna^S - kurs wykonywany tylko w soboty|OS. SOBIESKIEGO - Stróżyńskiego - Jaroczyńskiego - Wojciechowskiego - Piątkowska - Aleje Solidarności - Witosa - Niestachowska - Żeromskiego - Dąbrowskiego - Szpitalna - Bukowska - Bułgarska - Grunwaldzka - Jawornicka - Promienista - Ściegiennego - Zgoda - GÓRCZYN PKM^# - kurs z pominięciem przystanku: Jasna^S - kurs wykonywany tylko w soboty|GÓRCZYN PKM - Ściegiennego - Promienista - Jawornicka - Grunwaldzka - Bułgarska - Bukowska - Szpitalna - Dąbrowskiego - Żeromskiego - Niestachowska - Witosa - Aleje Solidarności - Piątkowska - Wojciechowskiego - Jaroczyńskiego - Stróżyńskiego - OS. SOBIESKIEGO^# - kurs z pominięciem przystanku: Jasna^S - kurs wykonywany tylko w soboty|GÓRCZYN PKM - Zgoda - Ściegiennego - Promienista - Jawornicka - Grunwaldzka - Bułgarska - Bukowska - Szpitalna - Dąbrowskiego - Żeromskiego - Niestachowska - Witosa - Aleje Solidarności - Piątkowska - Wojciechowskiego - Jaroczyńskiego - Stróżyńskiego - OS. SOBIESKIEGO^# - kurs z pominięciem przystanku: Jasna^S - kurs wykonywany tylko w soboty",3,525252,FFFFFF
194,2,"194","UNII LUBELSKIEJ - STAROŁĘKA PKM|STAROŁĘKA PKM - UNII LUBELSKIEJ|STAROŁĘKA PKM - UNII LUBELSKIEJ","UNII LUBELSKIEJ - Unii Lubelskiej - Obodrzycka - Baranowska - Sandomierska - Ożarowska - Czernichowska - Starołęcka - Książęca - STAROŁĘKA PKM|STAROŁĘKA PKM - Starołęcka - Czernichowska - Ożarowska - Sandomierska - Baranowska - Obodrzycka - Unii Lubelskiej - UNII LUBELSKIEJ|STAROŁĘKA PKM - Książęca - Starołęcka - Czernichowska - Ożarowska - Sandomierska - Baranowska - Obodrzycka - Unii Lubelskiej - UNII LUBELSKIEJ",3,525252,FFFFFF
196,2,"196","RONDO RATAJE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Zamenhofa - Piłsudskiego - Inflancka - Piaśnicka - Chartowo - Torowa - Ostrowska - Tarnowska - Pabianicka - Pokrzywno - Torowa - Chartowo - Piaśnicka - Inflancka - Piłsudskiego - Zamenhofa - Krzywoustego - RONDO RATAJE^R - kurs do przystanku Rondo Rataje na ul. Jana Pawła II",3,525252,FFFFFF
198,2,"198","UAM OS. RÓŻANY POTOK - OS. SOBIESKIEGO|OS. SOBIESKIEGO - UAM OS. RÓŻANY POTOK","UAM OS. RÓŻANY POTOK - Krygowskiego - Uniwersytetu Poznańskiego - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO^F - kurs z wjazdem na przystanek: UAM Wydzał Fizyki z pominięciem przystanków: UAM Wydział Biologii i UAM Wydział Historyczny|OS. SOBIESKIEGO - Szymanowskiego - Opieńskiego - Umultowska - Uniwersytetu Poznańskiego - Krygowskiego - UAM OS. RÓŻANY POTOK^F - kurs z wjazdem na przystanek: UAM Wydzał Fizyki z pominięciem przystanków: UAM Wydział Biologii i UAM Wydział Historyczny",3,525252,FFFFFF
211,2,"211","STAROŁĘKA PKM - GARBARY PKM|GARBARY PKM - STAROŁĘKA PKM","STAROŁĘKA PKM - Starołęcka - Forteczna - Obodrzycka - Unii Lubelskiej - Inflancka - Pawia - Orla - Zamenhofa - Jana Pawła II - Kórnicka - Mostowa - Garbary - GARBARY PKM|GARBARY PKM - Kazimierza Wielkiego - Mostowa - Kórnicka - Jana Pawła II - Zamenhofa - Orla - Pawia - Inflancka - Unii Lubelskiej - Obodrzycka - Forteczna - Starołęcka - STAROŁĘKA PKM^M - kurs do pętli Starołęka z wjazdem na przystanek: Rondo Minikowo",3,000000,FFFFFF
212,2,"212","SZWAJCARSKA SZPITAL - KACZA|KACZA - SZWAJCARSKA SZPITAL","SZWAJCARSKA SZPITAL - Szwajcarska - Kurlandzka - Chartowo - Piaśnicka - Inflancka - Piłsudskiego - Zamenhofa - Krzywoustego - Królowej Jadwigi - al. Niepodległości - Roosevelta - Bukowska - Grochowska - Marcelińska - Bułgarska - Jugosłowiańska - Promienista - Kacza - KACZA^D - kurs z wjazdem na przystanek: Darzybór^R - kurs skrócony do przystanku: Rondo Kaponiera|KACZA - Promienista - Jugosłowiańska - Bułgarska - Marcelińska - Grochowska - Bukowska - Zwierzyniecka - Roosevelta - al. Niepodległości - Królowej Jadwigi - Krzywoustego - Zamenhofa - Piłsudskiego - Inflancka - Piaśnicka - Chartowo - Kurlandzka - Szwajcarska - SZWAJCARSKA SZPITAL^R - kurs skrócony do przystanku: Rondo Kaponiera",3,000000,FFFFFF
213,2,"213","DĘBIEC PKM - MOGILEŃSKA|MOGILEŃSKA - DĘBIEC PKM","DĘBIEC PKM - Opolska - Leszczyńska - Zgoda - Głogowska - Roosevelta - al. Niepodległości - Solna - Estkowskiego - Wyszyńskiego - Jana Pawła II - Warszawska - Pusta - MOGILEŃSKA^R - kurs skrócony do przystanku: Rondo Kaponiera|MOGILEŃSKA - Warszawska - Jana Pawła II - Wyszyńskiego - Małe Garbary - Solna - al. Niepodległości - Roosevelta - Głogowska - Zgoda - Rakoniewicka - Leszczyńska - Opolska - DĘBIEC PKM^R - kurs skrócony do przystanku: Rondo Kaponiera",3,000000,FFFFFF
214,2,"214","JUNIKOWO - RADOJEWO|RADOJEWO - JUNIKOWO|RADOJEWO - JUNIKOWO PKM","JUNIKOWO - Grunwaldzka - Matejki - Wyspiańskiego - Głogowska - Roosevelta - al. Niepodległości - Solna - Garbary - Szelągowska - Naramowicka - al. Praw Kobiet - Naramowicka - Krygowskiego - Dzięgielowa - Naramowicka - Radojewo - Piołunowa - RADOJEWO^R - kurs skrócony do przystanku: Rondo Kaponiera|RADOJEWO - Radojewo - Naramowicka - al. Praw Kobiet - Naramowicka - Szelągowska - Garbary - Małe Garbary - Solna - al. Niepodległości - Roosevelta - Głogowska - Berwińskiego - Wyspiańskiego - Grunwaldzka - JUNIKOWO^J - kurs wydłużony do przystanku: Junikowo PKM^R - kurs skrócony do przystanku: Rondo Kaponiera|RADOJEWO - Piołunowa - Radojewo - Naramowicka - al. Praw Kobiet - Naramowicka - Szelągowska - Garbary - Małe Garbary - Solna - al. Niepodległości - Roosevelta - Głogowska - Berwińskiego - Wyspiańskiego - Grunwaldzka - JUNIKOWO PKM^J - kurs wydłużony do przystanku: Junikowo PKM^R - kurs skrócony do przystanku: Rondo Kaponiera",3,000000,FFFFFF
215,2,"215","OS. DĘBINA - OS. SOBIESKIEGO|OS. SOBIESKIEGO - OS. DĘBINA","OS. DĘBINA - 28 Czerwca 1956 r. - Łozowa - Czechosłowacka - Dolna Wilda - Rolna - Hetmańska - 28 Czerwca 1956 r. - Wierzbięcice - al. Króla Przemysła II - Roosevelta - al. Niepodległości - Księcia Mieszka I - Aleje Solidarności - Połabska - Lechicka - Wojciechowskiego - Jaroczyńskiego - Stróżyńskiego - OS. SOBIESKIEGO^R - kurs skrócony do przystanku: Rondo Kaponiera|OS. SOBIESKIEGO - Jaroczyńskiego - Wojciechowskiego - Połabska - Aleje Solidarności - Księcia Mieszka I - Przepadek - al. Niepodległości - Roosevelta - al. Króla Przemysła II - Wierzbięcice - 28 Czerwca 1956 r. - Hetmańska - Rolna - Wspólna - Dolna Wilda - Czechosłowacka - Łozowa - 28 Czerwca 1956 r. - OS. DĘBINA^L - kurs wydłużony do pętli: Luboń/Kręta^R - kurs skrócony do przystanku: Rondo Kaponiera^W - kurs wydłużony do przystanku: Wiry/Kościół",3,000000,FFFFFF
216,2,"216","POZNAŃ GŁÓWNY - POZNAŃ GŁÓWNY","POZNAŃ GŁÓWNY - Dworcowa - Roosevelta - Dąbrowskiego - Kościelna - Nad Wierzbakiem - Wojska Polskiego - Witosa - Aleje Solidarności - Piątkowska - Juraszów - Lutycka - Szczawnicka - Druskienicka - Jasielska - Strzeszyńska - Biskupińska - Koszalińska - Literacka - Koszalińska - Golęcińska - Wojska Polskiego - Nad Wierzbakiem - Kościelna - Dąbrowskiego - Roosevelta - Dworcowa - POZNAŃ GŁÓWNY^S - kurs skrócony do przystanku: Strzeszyn Grecki",3,000000,FFFFFF
